race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance
Caucasian (European),41,1,1,1,Test Website,AU,40,37,44,40,46
Mixed Race,18,1,0,1,Other Source,US,28,26,29,46,27
Caucasian (European),23,1,0,1,Google,AU,49,33,38,48,44
Caucasian (European),23,0,1,1,Test Website,FR,41,26,13,29,32
Mixed Race,28,1,0,0,Other Source,US,34,44,28,45,39
Mixed Race,28,1,0,1,Google,US,47,43,17,42,43
Caucasian (European),19,1,0,1,Google,AU,48,30,44,50,26
Caucasian (Indian),19,1,0,1,.edu website,US,34,38,28,34,22
Caucasian (Indian),20,0,0,1,Google,US,32,30,16,39,15
Caucasian (European),19,1,0,1,Test Website,AU,38,37,33,39,27
Caucasian (European),16,1,0,2,Test Website,US,49,37,26,50,24
Mixed Race,21,0,0,1,Test Website,US,39,39,28,39,43
Mixed Race,47,0,0,1,Test Website,US,37,42,39,42,44
Caucasian (European),13,1,1,1,Test Website,US,33,32,30,40,21
Mixed Race,15,1,0,1,Test Website,US,48,40,9,20,14
Caucasian (European),20,1,0,1,.edu website,US,40,31,38,44,30
Caucasian (European),30,1,1,1,Facebook,US,49,35,38,38,48
Caucasian (European),13,1,0,1,Test Website,US,48,27,28,37,20
Caucasian (European),20,1,0,1,.edu website,US,39,31,38,41,32
Mixed Race,22,0,0,1,Test Website,US,46,40,33,41,21
Caucasian (European),68,1,1,0,Test Website,AU,38,41,24,43,23
Caucasian (European),18,1,0,1,Test Website,GB,33,26,29,45,27
Caucasian (Indian),20,1,0,1,Other Source,US,36,35,23,46,16
Caucasian (European),18,1,0,0,Test Website,US,31,29,16,37,24
Caucasian (European),46,1,0,1,Test Website,AU,39,47,19,23,13
Mixed Race,28,1,0,1,Test Website,US,31,39,23,38,32
Caucasian (European),22,1,1,1,.edu website,US,27,43,22,20,27
Caucasian (European),30,0,0,0,Test Website,RS,45,43,24,50,25
Mixed Race,15,1,0,1,Test Website,AU,34,27,31,40,22
Caucasian (European),31,0,0,1,Other Source,IT,33,23,18,25,19
Caucasian (European),67,1,0,0,Other Source,US,25,24,34,39,28
Mixed Race,19,1,0,1,Test Website,GB,34,35,33,42,28
Caucasian (European),28,1,0,1,Test Website,CA,42,24,25,22,31
Mixed Race,20,1,1,1,Google,US,30,33,31,41,23
Mixed Race,20,0,0,1,Test Website,US,36,19,24,39,17
Caucasian (European),18,1,1,1,Test Website,US,41,37,31,45,39
Caucasian (Middle East),18,1,0,1,Test Website,US,32,29,37,46,26
Caucasian (European),18,1,0,1,Facebook,US,40,26,34,49,43
Mixed Race,29,1,1,1,Test Website,US,44,34,17,31,42
Caucasian (European),19,1,0,1,Facebook,US,47,44,29,49,28
Caucasian (European),18,1,1,1,Test Website,US,33,33,16,43,24
Caucasian (European),48,1,0,1,Test Website,GB,25,46,24,50,31
Caucasian (European),61,1,1,1,Test Website,GB,38,36,37,38,23
Caucasian (European),18,1,0,1,Test Website,FI,38,20,21,26,10
Caucasian (European),21,1,0,1,Google,US,38,33,41,48,47
No Response,28,1,0,1,Test Website,US,32,29,18,38,18
Caucasian (European),27,1,1,1,Test Website,US,36,41,29,39,38
Mixed Race,14,1,0,1,Other Source,US,37,34,22,43,18
Mixed Race,17,1,0,1,Test Website,US,29,25,30,40,23
Caucasian (European),33,1,0,1,Other Source,US,41,42,39,42,41
Mixed Race,20,1,0,1,Test Website,US,33,21,41,38,27
Caucasian (Middle East),25,1,0,1,Google,GB,37,34,26,41,19
Caucasian (European),16,1,1,1,Test Website,US,42,30,40,26,35
Caucasian (European),43,1,0,1,Test Website,AE,43,38,26,43,33
Caucasian (European),41,1,0,1,Test Website,US,44,34,23,37,20
Caucasian (European),54,1,1,1,Test Website,US,40,39,32,37,41
Caucasian (European),27,0,1,1,Test Website,FR,42,36,29,40,41
Caucasian (European),37,1,0,1,Test Website,US,32,35,33,38,35
Caucasian (European),27,1,1,1,Test Website,AU,43,27,44,46,33
Caucasian (European),21,1,1,1,Test Website,US,47,43,24,48,26
Mixed Race,19,1,1,1,Facebook,CA,43,26,25,36,36
Caucasian (European),52,1,1,1,Google,AU,45,46,23,41,35
Caucasian (European),18,1,0,1,.edu website,US,36,33,31,49,31
Native American,30,1,0,1,Test Website,US,35,42,24,50,47
Caucasian (Middle East),26,1,0,1,Facebook,CA,45,50,36,50,33
Caucasian (European),15,1,0,1,Test Website,AU,42,28,29,40,28
Mixed Race,118,1,0,1,Test Website,US,38,31,40,43,30
Mixed Race,20,0,0,1,Facebook,PH,50,46,25,38,38
Caucasian (European),16,1,1,0,Test Website,US,47,25,44,24,47
Caucasian (European),20,1,1,1,Test Website,GB,43,19,20,37,23
Caucasian (European),60,1,0,1,Other Source,US,37,48,34,39,45
Mixed Race,21,1,1,1,Test Website,PR,47,37,38,50,41
Mixed Race,20,1,0,1,Test Website,US,37,28,29,33,20
Caucasian (European),53,1,0,1,Other Source,CA,42,35,33,38,39
Mixed Race,29,0,1,1,Test Website,TH,36,24,23,39,26
Mixed Race,27,1,0,1,Test Website,CA,47,37,23,32,25
Caucasian (European),36,1,0,1,Test Website,US,47,38,37,32,25
Caucasian (North African),18,1,0,1,Other Source,US,37,32,39,46,31
Caucasian (European),18,1,0,1,Test Website,US,41,26,31,43,43
Caucasian (European),59,1,1,1,Test Website,US,46,29,29,37,33
Caucasian (European),18,1,1,1,Other Source,US,14,37,13,32,28
Caucasian (European),19,1,1,1,Other Source,US,42,30,29,32,37
Caucasian (European),25,1,1,1,Test Website,CA,48,44,12,20,42
Caucasian (European),30,0,1,1,Test Website,SI,34,31,25,35,32
Caucasian (European),16,1,0,1,Test Website,AU,46,33,36,38,33
Caucasian (European),18,1,1,1,.edu website,US,37,34,26,33,44
Caucasian (European),20,1,0,1,Test Website,US,24,29,16,31,18
Caucasian (Indian),27,1,1,1,Test Website,IN,20,21,14,28,23
Caucasian (European),18,1,0,1,Google,US,30,46,34,50,28
Mixed Race,54,1,1,1,Google,US,42,45,25,27,32
Caucasian (European),36,1,1,1,Test Website,US,35,38,37,24,35
Caucasian (European),19,1,0,1,Test Website,US,49,27,30,44,21
Mixed Race,17,1,1,1,Test Website,AU,28,29,21,28,41
Mixed Race,25,0,0,1,Test Website,ID,28,32,20,38,18
Mixed Race,18,1,0,1,Other Source,US,38,26,29,36,28
Caucasian (Indian),30,0,1,1,Test Website,IN,36,47,24,40,40
Caucasian (European),28,1,0,1,Google,US,43,38,23,38,16
Mixed Race,21,1,1,1,Other Source,US,42,39,26,36,25
Caucasian (European),19,1,1,1,Other Source,GB,37,34,23,38,46
Caucasian (European),51,1,1,1,Google,US,37,37,24,34,12
Caucasian (Indian),26,1,0,1,Google,SG,38,36,32,45,34
Mixed Race,23,0,1,1,Test Website,BR,41,24,17,26,23
Mixed Race,19,0,0,1,Other Source,US,31,20,22,38,16
Caucasian (European),21,1,0,1,Test Website,US,37,38,19,46,32
Mixed Race,21,1,0,1,Other Source,US,42,37,42,48,27
Caucasian (European),18,1,0,1,.edu website,US,39,24,33,44,20
Mixed Race,40,1,0,1,Google,US,38,50,45,50,48
Caucasian (European),21,1,1,0,Test Website,US,45,26,13,42,16
Caucasian (European),27,1,0,0,Test Website,US,28,34,10,31,23
Caucasian (European),20,1,1,1,Other Source,US,39,40,21,46,36
Mixed Race,23,0,1,1,Test Website,IN,39,26,32,30,37
Caucasian (Middle East),16,1,1,1,Test Website,CA,42,28,30,34,43
Caucasian (European),37,0,1,1,Google,NL,39,49,40,39,46
Caucasian (European),21,1,0,1,Test Website,US,40,41,26,47,26
Caucasian (European),46,1,0,1,Google,US,44,43,33,45,44
Mixed Race,25,0,0,1,Test Website,PH,26,31,25,34,20
Indigenous,24,1,0,1,Test Website,AU,37,36,22,38,27
Caucasian (Indian),26,0,1,1,Test Website,IN,31,41,33,41,34
Caucasian (Middle East),22,0,0,1,Other Source,AE,39,39,31,45,15
Indigenous,19,0,0,1,Test Website,AU,29,26,28,32,34
Caucasian (North African),42,1,0,1,Google,US,36,31,11,34,14
Caucasian (European),24,1,0,1,Google,US,42,36,27,38,24
Mixed Race,17,1,1,1,Test Website,AU,41,43,30,37,22
Mixed Race,18,1,0,1,Test Website,MY,38,32,30,38,22
Caucasian (Indian),21,1,1,1,Test Website,IN,42,24,30,40,34
Mixed Race,21,0,0,0,Test Website,US,34,34,17,42,30
Mixed Race,42,0,1,1,Test Website,IN,39,30,39,34,27
Mixed Race,36,0,0,1,Other Source,US,39,38,44,45,42
Mixed Race,14,0,0,1,Test Website,PH,38,22,19,36,16
Mixed Race2,20,1,0,1,Test Website,GB,48,30,39,48,22
Mixed Race,24,1,0,1,Test Website,PK,31,27,34,36,21
Mixed Race,23,0,1,1,Test Website,CA,42,19,30,40,21
Mixed Race,52,0,0,1,Google,IN,0,0,0,0,0
Mixed Race,18,1,1,1,Test Website,SG,44,28,33,27,32
Mixed Race,23,0,0,1,Test Website,IN,45,41,26,28,16
Mixed Race,24,1,1,1,Test Website,US,44,28,11,42,15
Caucasian (European),24,1,0,1,Google,NZ,30,32,21,32,34
Caucasian (European),51,1,1,1,Test Website,GB,40,25,36,27,22
Caucasian (European),39,0,1,1,Other Source,DE,49,28,22,38,39
Caucasian (European),57,0,0,1,Test Website,RS,44,23,35,45,32
Caucasian (Indian),30,0,0,1,Test Website,IN,29,40,39,44,32
Caucasian (Indian),25,0,0,1,Test Website,IN,48,50,11,35,25
Caucasian (European),14,1,0,1,Test Website,NZ,33,39,14,46,14
Caucasian (European),19,1,1,1,Other Source,GB,28,21,11,31,17
Caucasian (European),18,0,1,1,Test Website,FR,50,44,16,24,18
Caucasian (European),17,1,0,1,Test Website,NZ,36,26,36,45,21
Caucasian (Indian),35,1,0,1,Other Source,IN,33,28,38,49,33
Caucasian (European),41,0,0,1,Test Website,AT,38,42,34,44,25
North East Asian,18,1,0,1,Test Website,US,34,26,19,30,30
Mixed RaceNo Response,25,1,1,0,Test Website,US,46,32,30,35,41
Caucasian (European),30,0,0,1,Test Website,ES,31,36,32,41,26
Indigenous,13,0,0,1,Test Website,ID,42,26,35,39,22
Mixed Race,47,0,0,1,Test Website,MY,35,34,27,42,28
Caucasian (European),57,0,0,1,Google,NO,44,41,37,47,41
No Response,13,1,0,1,Test Website,AU,36,24,37,35,23
Mixed Race,24,0,0,1,Test Website,IL,42,40,22,40,34
Mixed Race,29,1,1,1,Test Website,AU,34,36,27,38,35
Mixed Race,22,0,0,1,Other Source,IN,42,42,33,44,46
Caucasian (Indian),29,0,1,1,Test Website,IN,38,38,34,34,28
Caucasian (European),36,1,1,1,Test Website,IE,36,40,28,24,47
Caucasian (European),17,1,1,1,Test Website,US,44,34,25,45,21
Mixed Race,36,0,1,1,Test Website,ZA,46,44,31,50,44
Caucasian (European),23,1,1,1,Google,ZA,44,19,45,31,47
Mixed Race,38,1,0,0,Test Website,US,34,44,29,40,33
Caucasian (European),30,0,1,1,Test Website,DE,44,23,32,40,33
Mixed Race2,38,1,1,1,Other Source,GB,46,49,36,48,47
Caucasian (Middle East),20,0,0,1,.edu website,LB,35,33,26,37,34
Mixed Race,19,0,1,1,Test Website,PH,49,12,22,33,21
Caucasian (European),33,1,1,1,Test Website,GR,41,37,9,16,35
Mixed Race,24,0,0,1,Google,AU,35,22,38,37,34
Caucasian (European),43,0,0,0,Google,NL,46,50,45,46,49
Caucasian (European),35,0,1,1,Test Website,IT,49,37,41,38,37
Caucasian (European),16,0,0,1,Test Website,NO,41,25,24,39,30
Caucasian (Middle East),26,0,0,1,Test Website,IN,41,36,37,46,16
Caucasian (European),52,1,0,1,Test Website,GB,40,28,31,23,20
Mixed Race,16,0,0,1,Test Website,PH,39,29,23,39,28
Caucasian (European),19,1,0,1,Test Website,GB,26,24,40,40,43
Mixed Race,14,1,0,1,Test Website,AU,37,41,29,42,30
Mixed Race2,28,1,0,1,Test Website,NG,32,43,22,40,35
Caucasian (European),17,1,1,1,Test Website,IT,38,30,41,50,38
Mixed Race,34,1,0,1,Test Website,US,41,41,38,47,40
Mixed Race,18,1,0,1,Test Website,GB,45,25,39,42,29
Mixed Race,19,1,1,1,Test Website,AU,42,31,20,29,20
Mixed Race,54,0,0,1,Google,NO,37,30,36,36,31
Mixed Race,24,1,1,0,Test Website,AU,43,25,22,40,14
Mixed Race,18,1,1,1,Other Source,CA,40,36,34,45,41
Mixed Race,17,0,1,1,Test Website,PH,42,34,21,38,25
Caucasian (European),19,1,1,1,Test Website,US,29,39,25,28,34
Caucasian (European),28,1,1,1,Google,US,41,46,22,33,34
Mixed Race,27,1,0,1,Other Source,US,39,41,12,42,21
Mixed Race,24,0,1,1,Test Website,PY,43,34,25,39,33
Caucasian (European),25,0,1,1,Test Website,LT,42,43,21,19,26
Caucasian (European),17,1,0,0,Other Source,US,42,34,32,43,28
Caucasian (Middle East),17,1,1,1,Other Source,LB,49,29,22,50,17
Mixed Race,18,1,0,1,Google,US,41,36,39,50,29
Caucasian (European),18,0,1,1,Test Website,FR,34,31,20,30,24
Caucasian (European),15,1,0,1,Other Source,US,50,17,38,43,42
Mixed Race,18,0,1,1,Test Website,SE,35,38,13,43,34
Caucasian (European),24,1,0,1,Facebook,US,46,20,31,46,30
Mixed Race,26,1,1,1,Test Website,US,38,31,33,38,33
Caucasian (European),20,1,0,1,Other Source,US,40,36,21,27,11
Caucasian (Indian),20,1,1,1,Test Website,IN,42,19,34,27,31
Mixed Race,19,0,1,1,Test Website,PH,32,42,32,40,39
Caucasian (European),15,1,1,1,Test Website,US,48,22,11,18,30
Mixed Race,17,0,0,1,Test Website,US,38,32,38,29,15
Mixed Race,17,1,0,1,Other Source,US,28,28,33,33,32
Mixed Race,35,1,0,1,Test Website,US,36,50,27,48,10
Mixed Race,35,0,0,1,Test Website,US,37,36,29,34,30
Mixed Race,16,1,1,1,Test Website,US,27,36,31,37,24
Caucasian (European),26,1,1,1,Test Website,US,44,31,33,47,38
Caucasian (European),25,1,0,0,Google,GB,40,33,39,47,38
Mixed Race,17,0,0,1,Test Website,US,39,37,44,22,15
Caucasian (European),60,1,0,1,Test Website,US,44,49,19,43,32
Caucasian (European),17,1,0,1,Test Website,US,43,22,13,44,14
Mixed Race,22,0,0,1,Test Website,PK,27,36,40,46,35
Caucasian (European),26,1,0,1,Other Source,US,39,39,19,36,33
Caucasian (European),30,1,0,1,Google,US,34,36,27,43,30
Caucasian (European),19,1,1,1,Other Source,US,34,38,22,41,35
Caucasian (European),15,1,1,1,Other Source,US,39,31,43,46,31
Caucasian (European),18,1,1,0,Other Source,US,36,32,24,36,35
Caucasian (European),19,0,0,1,Test Website,GB,40,23,24,21,23
Mixed Race,23,0,0,1,Test Website,PK,40,38,25,38,21
Caucasian (European),41,1,1,1,Test Website,US,33,30,17,39,11
Caucasian (European),20,0,0,1,Test Website,DE,45,23,19,25,25
Mixed Race,30,1,0,1,Test Website,US,40,34,30,42,37
Caucasian (European),41,1,0,1,Google,US,42,41,41,38,22
Mixed Race,28,1,0,2,Test Website,US,41,26,26,37,22
Caucasian (European),32,1,1,0,Test Website,GB,44,32,29,38,37
Caucasian (European),61,1,0,1,Test Website,US,40,42,26,23,30
Caucasian (Indian),61,1,1,1,Test Website,US,41,33,28,32,33
Caucasian (European),17,1,0,1,Test Website,US,44,26,16,37,18
Caucasian (European),19,1,1,1,Google,US,46,22,23,43,29
Caucasian (Indian),18,0,1,1,Test Website,US,42,40,31,35,25
Caucasian (Indian),19,0,1,1,Test Website,IN,36,24,22,40,21
Caucasian (European),30,1,1,1,Google,US,43,44,24,33,23
Mixed Race2,14,0,0,1,Test Website,NG,26,32,36,31,23
Mixed Race,55,0,1,1,Test Website,PK,32,47,34,41,40
Mixed Race,60,1,1,1,Test Website,US,44,40,13,50,35
North East Asian,16,1,0,1,Other Source,US,25,31,20,27,12
Mixed Race,17,1,0,1,Other Source,US,43,32,42,17,31
Caucasian (European),22,1,0,1,Other Source,US,38,33,37,38,28
Mixed Race,17,1,1,1,Test Website,US,44,28,19,31,50
Mixed Race,19,1,0,2,Test Website,US,40,31,41,48,25
Mixed Race,20,1,0,2,Test Website,US,47,48,30,22,39
Caucasian (European),20,1,0,1,Google,GB,33,22,35,39,19
Mixed Race,31,1,0,1,Other Source,US,39,34,19,37,26
Mixed Race,16,0,0,1,Test Website,MY,38,24,18,36,34
Mixed Race,23,1,0,1,Test Website,JM,28,41,29,45,32
Caucasian (European),41,1,0,1,Google,US,36,39,25,40,28
Caucasian (European),25,1,0,1,Test Website,US,44,45,10,42,14
Caucasian (European),20,1,1,1,Facebook,US,39,27,14,36,27
Caucasian (European),20,1,0,1,Other Source,US,38,24,40,41,19
Caucasian (European),63,1,0,1,Other Source,US,45,47,37,46,45
Caucasian (European),19,1,0,1,Google,US,31,41,20,34,22
Mixed Race,25,1,1,1,Test Website,GB,34,26,15,31,29
Caucasian (European),30,0,0,1,Google,NO,39,29,32,42,37
Caucasian (European),46,1,0,1,Test Website,US,43,44,32,50,34
Caucasian (European),58,1,1,1,Test Website,US,41,30,10,33,28
Caucasian (European),69,1,0,1,Test Website,US,46,42,36,43,45
Mixed Race,25,1,0,1,Test Website,US,28,30,31,45,37
Caucasian (European),16,1,1,1,Test Website,US,37,34,44,41,31
Mixed Race,48,1,1,1,.edu website,US,36,38,26,42,32
Caucasian (European),16,1,0,1,Other Source,US,37,38,23,42,18
Caucasian (European),15,1,1,1,Other Source,US,35,31,15,23,39
Caucasian (European),50,1,1,1,Test Website,US,28,32,9,30,24
Caucasian (European),16,1,0,1,Test Website,US,33,26,34,26,31
Caucasian (European),37,1,0,1,.edu website,US,37,44,24,45,35
Caucasian (European),15,1,1,1,Test Website,US,40,40,28,26,25
Caucasian (European),17,1,0,1,Test Website,US,40,47,37,45,43
Caucasian (European),29,1,1,1,Other Source,CA,45,20,18,27,29
Caucasian (European),17,1,0,1,Test Website,US,22,39,31,28,33
Caucasian (European),17,0,0,1,Test Website,US,34,28,33,31,30
Caucasian (Indian),29,0,1,1,Test Website,IN,32,38,23,38,27
Caucasian (European),33,1,0,1,Test Website,GB,36,32,32,41,27
Caucasian (European),69,1,0,1,Test Website,US,46,34,38,48,46
Caucasian (European),50,0,1,1,Other Source,NO,43,29,17,27,41
Caucasian (European),49,1,0,1,Test Website,US,41,27,31,41,33
Mixed Race,18,0,0,1,Test Website,CL,44,27,19,28,26
Caucasian (European),47,0,1,1,Test Website,CO,42,43,40,30,38
Mixed Race,20,1,0,1,Other Source,US,37,36,29,44,37
Caucasian (European),33,0,0,1,Google,NO,44,28,28,38,40
Mixed Race,24,1,0,1,Test Website,PH,38,38,28,39,35
Caucasian (European),27,0,0,1,Other Source,DE,39,32,27,46,38
Mixed Race,14,1,0,1,Test Website,GB,28,23,25,32,20
Caucasian (European),21,0,0,1,Test Website,IT,48,37,42,38,19
Caucasian (European),18,1,0,1,.edu website,US,45,45,18,38,26
Caucasian (European),45,0,0,1,Other Source,NO,44,41,41,46,29
Mixed Race,14,1,1,1,Test Website,GB,33,43,15,39,20
Caucasian (European),53,1,0,1,Google,US,45,23,36,50,40
Caucasian (European),44,1,0,1,Test Website,US,26,45,21,41,40
Mixed Race,20,0,0,1,Google,US,42,39,44,47,20
Caucasian (European),27,0,1,1,Google,US,49,28,13,34,32
Mixed Race,33,1,1,1,Test Website,US,32,29,38,37,21
Caucasian (Indian),23,1,1,1,Test Website,US,35,33,24,42,39
Mixed Race,25,1,1,1,Test Website,US,46,33,14,22,28
Caucasian (Indian),21,0,0,1,Test Website,IN,44,31,33,37,20
Caucasian (European),19,1,1,2,Google,US,34,37,38,45,48
Caucasian (European),19,1,1,0,Test Website,US,50,50,10,13,48
Caucasian (European),20,1,0,1,Other Source,US,41,37,36,42,42
Caucasian (European),18,0,1,0,Test Website,SE,33,27,15,37,37
Caucasian (European),31,1,0,1,Test Website,US,33,36,17,29,19
Caucasian (European),25,0,0,1,Test Website,PT,46,29,34,36,20
Caucasian (European),19,1,0,1,Other Source,US,34,38,24,38,26
Caucasian (Middle East),18,1,0,1,Google,US,20,35,19,39,31
Caucasian (European),33,1,1,1,Google,US,41,26,18,25,38
Mixed Race,20,1,0,1,Other Source,US,37,44,35,35,38
Mixed Race2,24,0,0,1,Test Website,NL,30,26,36,41,29
Caucasian (North African),15,1,0,1,Other Source,GB,31,28,28,29,27
Caucasian (European),15,1,0,1,Other Source,US,38,36,23,34,33
Mixed Race2,18,1,0,1,Test Website,US,47,43,35,48,30
Mixed Race,15,1,0,1,Test Website,US,42,37,33,37,31
Caucasian (European),16,1,0,1,Test Website,US,34,25,32,46,16
North East Asian,15,1,0,1,Test Website,US,32,24,26,42,22
Mixed Race,17,1,0,1,Test Website,US,39,31,36,38,27
Caucasian (European),18,1,0,1,Test Website,US,38,34,26,38,27
Caucasian (European),16,1,0,1,Test Website,US,44,44,18,38,17
Caucasian (European),17,1,0,1,Test Website,US,36,48,25,42,30
Caucasian (European),58,1,1,1,Test Website,US,34,48,26,37,34
Caucasian (Middle East),15,1,1,1,Test Website,US,44,34,33,37,37
Mixed Race,16,1,1,2,Test Website,US,42,27,31,30,32
Caucasian (European),24,1,0,2,Google,US,47,44,26,35,32
Caucasian (European),15,1,0,1,Test Website,US,34,26,32,39,27
Caucasian (European),17,1,0,0,Test Website,US,39,44,15,39,40
Caucasian (European),20,1,1,1,Test Website,GB,45,32,20,37,16
Caucasian (European),16,1,0,1,Test Website,US,26,35,42,49,28
Caucasian (European),19,1,0,1,Other Source,US,40,34,38,39,32
Caucasian (North African),15,1,0,1,Test Website,US,34,36,30,31,30
Caucasian (European),15,1,1,2,Test Website,US,40,36,9,30,28
Caucasian (European),15,1,1,1,Test Website,US,46,39,38,44,36
No Response,28,1,0,1,Other Source,US,39,46,23,49,30
Caucasian (European),31,0,0,1,Test Website,BR,39,31,20,39,27
Mixed Race,18,1,0,1,Test Website,US,41,24,16,43,40
Caucasian (European),19,1,0,1,Test Website,GB,45,29,12,24,37
Caucasian (European),19,1,0,1,Other Source,US,23,45,23,43,29
Caucasian (European),20,1,0,1,Other Source,US,38,36,25,41,17
Caucasian (Middle East),17,1,0,1,Test Website,US,33,25,16,41,11
Mixed Race,23,1,0,1,Test Website,US,32,20,17,41,30
Caucasian (European),18,1,1,1,Google,US,35,47,44,22,33
Caucasian (European),19,1,0,1,Other Source,US,35,39,34,50,33
Caucasian (Middle East),21,1,0,1,Other Source,US,40,35,36,44,34
Mixed Race,18,1,0,1,Other Source,US,38,32,37,38,36
Mixed Race,18,1,0,1,Test Website,US,29,35,33,41,28
Caucasian (European),36,1,0,1,Other Source,US,43,48,38,42,32
Caucasian (European),22,1,0,1,Test Website,CA,39,36,22,35,24
Caucasian (European),48,0,0,1,Google,NO,41,37,30,46,35
Mixed Race,20,0,0,1,Test Website,US,40,28,21,32,30
Caucasian (European),19,1,0,1,Google,US,39,49,43,44,37
Caucasian (European),25,1,0,1,Test Website,US,48,37,16,49,17
Caucasian (European),42,1,0,0,Test Website,US,42,45,26,37,20
Mixed Race,21,1,1,1,Google,US,48,27,32,50,40
Caucasian (European),20,0,1,1,Google,NO,49,37,24,40,27
Mixed Race2,15,0,1,1,Test Website,BR,26,23,13,39,27
Caucasian (Indian),23,0,1,1,Other Source,IN,33,30,23,36,30
Caucasian (European),17,1,0,1,Google,US,46,23,25,42,26
Caucasian (Middle East),28,1,0,1,Other Source,CA,33,43,35,34,16
Caucasian (European),33,1,0,1,Test Website,GB,46,27,34,46,28
Caucasian (European),19,1,1,1,Other Source,US,34,22,28,37,40
